gene_id,gene_name
ENSG00000087884.16,AAMDC
ENSG00000127837.10,AAMP
ENSG00000275700.6,AATF
ENSG00000281376.1,ABALON
ENSG00000165029.17,ABCA1
ENSG00000179869.15,ABCA13
ENSG00000189149.12,ABCA15P
ENSG00000154265.16,ABCA5
ENSG00000197150.13,ABCB8
ENSG00000114770.17,ABCC5
ENSG00000117528.14,ABCD3
ENSG00000033050.9,ABCF2
ENSG00000285292.1,ABCF2-H2BK1
ENSG00000106077.19,ABHD11
ENSG00000100997.20,ABHD12
ENSG00000168792.5,ABHD15
ENSG00000107362.14,ABHD17B
ENSG00000158201.10,ABHD3
ENSG00000143322.22,ABL2
ENSG00000099204.22,ABLIM1
ENSG00000166016.6,ABTB2
ENSG00000060971.19,ACAA1
ENSG00000278540.5,ACACA
ENSG00000151498.12,ACAD8
ENSG00000117054.15,ACADM
ENSG00000072778.20,ACADVL
ENSG00000075239.14,ACAT1
ENSG00000120437.9,ACAT2
ENSG00000230124.8,ACBD6
ENSG00000177076.6,ACER2
ENSG00000144648.16,ACKR2
ENSG00000112304.11,ACOT13
ENSG00000101473.17,ACOT8
ENSG00000161533.12,ACOX1
ENSG00000204581.3,ACOXL-AS1
ENSG00000162836.12,ACP6
ENSG00000172900.12,ACTE1P
ENSG00000229349.2,ACTG1P9
ENSG00000136518.17,ACTL6A
ENSG00000138107.13,ACTR1A
ENSG00000115073.8,ACTR1B
ENSG00000115091.12,ACTR3
ENSG00000115170.16,ACVR1
ENSG00000123612.16,ACVR1C
ENSG00000243989.9,ACY1
ENSG00000168803.16,ADAL
ENSG00000137845.15,ADAM10
ENSG00000008277.15,ADAM22
ENSG00000154734.16,ADAMTS1
ENSG00000166106.4,ADAMTS15
ENSG00000158859.10,ADAMTS4
ENSG00000203804.5,ADAMTSL4-AS1
ENSG00000237781.3,ADAMTSL4-AS2
ENSG00000162104.10,ADCY9
ENSG00000075340.23,ADD2
ENSG00000152990.14,ADGRA3
ENSG00000131355.15,ADGRE3
ENSG00000173567.16,ADGRF3
ENSG00000267169.2,ADGRL1-AS1
ENSG00000182551.14,ADI1
ENSG00000156110.15,ADK
ENSG00000148926.10,ADM
ENSG00000254554.1,ADM-DT
ENSG00000259456.4,ADNP-AS1
ENSG00000170425.4,ADORA2B
ENSG00000169252.6,ADRB2
ENSG00000035687.10,ADSS2
ENSG00000196526.11,AFAP1
ENSG00000130396.22,AFDN
ENSG00000172493.23,AFF1
ENSG00000141385.12,AFG3L2
ENSG00000235529.2,AGAP1-IT1
ENSG00000231636.1,AGBL5-AS1
ENSG00000106351.13,AGFG2
ENSG00000162688.17,AGL
ENSG00000123908.12,AGO2
ENSG00000204310.13,AGPAT1
ENSG00000153207.16,AHCTF1
ENSG00000158467.17,AHCYL2
ENSG00000259465.2,AHCYP7
ENSG00000124942.14,AHNAK
ENSG00000145192.13,AHSG
ENSG00000106305.10,AIMP2
ENSG00000129474.16,AJUBA
ENSG00000147853.17,AK3
ENSG00000140057.9,AK7
ENSG00000155085.16,AK9
ENSG00000108599.15,AKAP10
ENSG00000170776.22,AKAP13
ENSG00000011243.19,AKAP8L
ENSG00000127914.19,AKAP9
ENSG00000174574.16,AKIRIN1
ENSG00000122787.15,AKR1D1
ENSG00000105221.18,AKT2
ENSG00000148218.16,ALAD
ENSG00000170017.12,ALCAM
ENSG00000161618.10,ALDH16A1
ENSG00000059573.9,ALDH18A1
ENSG00000159423.17,ALDH4A1
ENSG00000119711.13,ALDH6A1
ENSG00000143149.13,ALDH9A1
ENSG00000214160.10,ALG3
ENSG00000171094.18,ALK
ENSG00000244926.7,ALKBH3-AS1
ENSG00000215067.12,ALOX12-AS1
ENSG00000161905.13,ALOX15
ENSG00000179148.10,ALOXE3
ENSG00000242110.9,AMACR
ENSG00000123505.19,AMD1
ENSG00000162066.16,AMDHD2
ENSG00000184675.11,AMER1
ENSG00000159461.15,AMFR
ENSG00000126016.17,AMOT
ENSG00000116748.22,AMPD1
ENSG00000133805.16,AMPD3
ENSG00000214174.11,AMZ2P1
ENSG00000291140.1,AMZ2P1
ENSG00000110200.9,ANAPC15
ENSG00000174606.14,ANGEL2
ENSG00000167772.12,ANGPTL4
ENSG00000151687.15,ANKAR
ENSG00000185722.18,ANKFY1
ENSG00000131503.21,ANKHD1
ENSG00000249637.4,ANKHD1-DT
ENSG00000254996.5,ANKHD1-EIF4EBP3
ENSG00000230453.11,ANKRD18B
ENSG00000145700.10,ANKRD31
ENSG00000189127.8,ANKRD34B
ENSG00000154945.7,ANKRD40
ENSG00000065413.20,ANKRD44
ENSG00000225979.1,ANKRD44-DT
ENSG00000186106.11,ANKRD46
ENSG00000144031.12,ANKRD53
ENSG00000230778.2,ANKRD63
ENSG00000185046.20,ANKS1B
ENSG00000163516.14,ANKZF1
ENSG00000140350.15,ANP32A
ENSG00000143401.15,ANP32E
ENSG00000169604.21,ANTXR1
ENSG00000274209.6,ANTXRL
ENSG00000230539.1,AOAH-IT1
ENSG00000138660.12,AP1AR
ENSG00000260526.1,AP1AR-DT
ENSG00000072958.9,AP1M1
ENSG00000182287.15,AP1S2
ENSG00000196961.13,AP2A1
ENSG00000161203.14,AP2M1
ENSG00000042753.12,AP2S1
ENSG00000132842.15,AP3B1
ENSG00000185009.13,AP3M1
ENSG00000070718.12,AP3M2
ENSG00000134262.13,AP4B1
ENSG00000221838.10,AP4M1
ENSG00000107282.9,APBA1
ENSG00000011132.12,APBA3
ENSG00000198768.11,APCDD1L
ENSG00000100823.12,APEX1
ENSG00000169188.5,APEX2
ENSG00000149089.13,APIP
ENSG00000169621.11,APLF
ENSG00000273492.6,APP-DT
ENSG00000214293.11,APTR
ENSG00000137074.20,APTX
ENSG00000161798.7,AQP5
ENSG00000259916.2,AQP7B
ENSG00000021776.11,AQR
ENSG00000169083.18,AR
ENSG00000078061.14,ARAF
ENSG00000186635.15,ARAP1
ENSG00000245148.2,ARAP1-AS2
ENSG00000143761.17,ARF1
ENSG00000134287.10,ARF3
ENSG00000236527.1,ARF4P2
ENSG00000271966.1,ARFGEF1-DT
ENSG00000124198.10,ARFGEF2
ENSG00000164144.16,ARFIP1
ENSG00000081181.8,ARG2
ENSG00000146376.11,ARHGAP18
ENSG00000213390.11,ARHGAP19
ENSG00000269891.2,ARHGAP19-SLIT1
ENSG00000088756.13,ARHGAP28
ENSG00000147799.12,ARHGAP39
ENSG00000258655.2,ARHGAP5-AS1
ENSG00000196914.9,ARHGEF12
ENSG00000110237.5,ARHGEF17
ENSG00000224276.1,ARHGEF2-AS1
ENSG00000243069.9,ARHGEF26-AS1
ENSG00000214944.10,ARHGEF28
ENSG00000117713.21,ARID1A
ENSG00000049618.25,ARID1B
ENSG00000179361.18,ARID3B
ENSG00000032219.19,ARID4A
ENSG00000214087.9,ARL16
ENSG00000102931.8,ARL2BP
ENSG00000138175.9,ARL3
ENSG00000162980.17,ARL5A
ENSG00000113966.11,ARL6
ENSG00000170540.15,ARL6IP1
ENSG00000144746.7,ARL6IP5
ENSG00000177917.12,ARL6IP6
ENSG00000170632.14,ARMC10
ENSG00000118690.13,ARMC2
ENSG00000114098.18,ARMC8
ENSG00000271147.8,ARMCX5-GPRASP2
ENSG00000198520.12,ARMH1
ENSG00000139971.15,ARMH4
ENSG00000143437.21,ARNT
ENSG00000241685.10,ARPC1A
ENSG00000162704.16,ARPC5
ENSG00000140450.9,ARRDC4
ENSG00000173409.14,ARV1
ENSG00000245281.9,ASAH1-AS1
ENSG00000065802.12,ASB1
ENSG00000267080.8,ASB16-AS1
ENSG00000183475.13,ASB7
ENSG00000177981.11,ASB8
ENSG00000112249.14,ASCC3
ENSG00000286053.2,ASDURF
ENSG00000105011.9,ASF1B
ENSG00000237428.1,ASH2LP2
ENSG00000126522.17,ASL
ENSG00000138381.10,ASNSD1
ENSG00000198363.18,ASPH
ENSG00000171456.21,ASXL1
ENSG00000143970.18,ASXL2
ENSG00000154438.8,ASZ1
ENSG00000156802.13,ATAD2
ENSG00000137343.18,ATAT1
ENSG00000170653.19,ATF7
ENSG00000267281.3,ATF7-NPFF
ENSG00000152348.16,ATG10
ENSG00000145782.13,ATG12
ENSG00000110046.13,ATG2A
ENSG00000144848.11,ATG3
ENSG00000198925.12,ATG9A
ENSG00000138363.15,ATIC
ENSG00000119787.14,ATL2
ENSG00000149311.20,ATM
ENSG00000047346.13,ATOSA
ENSG00000005238.20,ATOSB
ENSG00000105726.17,ATP13A1
ENSG00000233058.3,ATP13A3-DT
ENSG00000127249.15,ATP13A4
ENSG00000070961.17,ATP2B1
ENSG00000271614.1,ATP2B1-AS1
ENSG00000058668.16,ATP2B4
ENSG00000263232.2,ATP5F1AP3
ENSG00000124172.10,ATP5F1E
ENSG00000159199.14,ATP5MC1
ENSG00000249256.2,ATP5MGP3
ENSG00000267376.1,ATP5MGP6
ENSG00000241837.7,ATP5PO
ENSG00000213435.3,ATP6V0CP3
ENSG00000159720.13,ATP6V0D1
ENSG00000270049.4,ATP6V0D1-DT
ENSG00000113732.9,ATP6V0E1
ENSG00000171130.19,ATP6V0E2
ENSG00000204934.10,ATP6V0E2-AS1
ENSG00000155097.12,ATP6V1C1
ENSG00000143515.20,ATP8B2
ENSG00000130270.16,ATP8B3
ENSG00000171953.16,ATPAF2
ENSG00000107518.18,ATRNL1
ENSG00000124788.19,ATXN1
ENSG00000163635.20,ATXN7
ENSG00000115307.17,AUP1
ENSG00000087586.18,AURKA
ENSG00000119986.7,AVPI1
ENSG00000126895.16,AVPR2
ENSG00000160862.13,AZGP1
ENSG00000163512.14,AZI2
ENSG00000155096.15,AZIN1
ENSG00000166710.23,B2M
ENSG00000162885.14,B3GALNT2
ENSG00000175711.9,B3GNTL1
ENSG00000174684.7,B4GAT1
ENSG00000108641.20,B9D1
ENSG00000247081.8,BAALC-AS1
ENSG00000105393.16,BABAM1
ENSG00000107262.26,BAG1
ENSG00000112208.11,BAG2
ENSG00000151929.10,BAG3
ENSG00000204463.14,BAG6
ENSG00000266074.11,BAHCC1
ENSG00000030110.14,BAK1
ENSG00000258738.1,BAZ1A-AS1
ENSG00000009954.11,BAZ1B
ENSG00000076108.12,BAZ2A
ENSG00000214413.9,BBIP1
ENSG00000114439.19,BBX
ENSG00000229953.1,BCAN-AS2
ENSG00000141376.23,BCAS3
ENSG00000248098.12,BCKDHA
ENSG00000083123.15,BCKDHB
ENSG00000142867.14,BCL10
ENSG00000127152.18,BCL11B
ENSG00000153094.24,BCL2L11
ENSG00000126453.11,BCL2L12
ENSG00000113916.18,BCL6
ENSG00000116128.12,BCL9
ENSG00000236824.2,BCYRN1
ENSG00000261656.6,BEAN1-AS1
ENSG00000188848.17,BEND4
ENSG00000133134.12,BEX2
ENSG00000134107.5,BHLHE40
ENSG00000185963.14,BICD2
ENSG00000225969.3,BICDL3P
ENSG00000112624.13,BICRAL
ENSG00000023445.16,BIRC3
ENSG00000197299.13,BLM
ENSG00000189114.8,BLOC1S3
ENSG00000188428.20,BLOC1S5
ENSG00000259040.5,BLOC1S5-TXNDC5
ENSG00000090013.11,BLVRB
ENSG00000029153.15,BMAL2
ENSG00000166780.11,BMERB1
ENSG00000104081.14,BMF
ENSG00000204217.16,BMPR2
ENSG00000164603.12,BMT2
ENSG00000140299.14,BNIP2
ENSG00000145919.11,BOD1
ENSG00000178096.9,BOLA1
ENSG00000136122.18,BORA
ENSG00000254901.8,BORCS8
ENSG00000064489.23,BORCS8-MEF2B
ENSG00000172331.12,BPGM
ENSG00000137274.13,BPHL
ENSG00000125999.11,BPIFB1
ENSG00000104331.9,BPNT2
ENSG00000012048.24,BRCA1
ENSG00000267595.1,BRCA1P1
ENSG00000235106.10,BRD3OS
ENSG00000112983.18,BRD8
ENSG00000136492.10,BRIP1
ENSG00000100916.14,BRMS1L
ENSG00000162819.12,BROX
ENSG00000160058.19,BSDC1
ENSG00000267751.6,BSG-AS1
ENSG00000064726.10,BTBD1
ENSG00000222009.9,BTBD19
ENSG00000132640.15,BTBD3
ENSG00000174808.12,BTC
ENSG00000231120.3,BTF3P10
ENSG00000133639.6,BTG1
ENSG00000154640.15,BTG3
ENSG00000280594.3,BTG3-AS1
ENSG00000112763.17,BTN2A1
ENSG00000124508.17,BTN2A2
ENSG00000291104.1,BTN2A3P
ENSG00000124549.17,BTN2A3P
ENSG00000156970.13,BUB1B
ENSG00000154473.18,BUB3
ENSG00000136261.16,BZW2
ENSG00000237489.5,C10orf143
ENSG00000222047.9,C10orf55
ENSG00000119965.13,C10orf88
ENSG00000257057.3,C11orf97
ENSG00000169609.14,C15orf40
ENSG00000155330.10,C16orf87
ENSG00000256806.6,C17orf100
ENSG00000270806.2,C17orf50
ENSG00000187624.9,C17orf97
ENSG00000214212.9,C19orf38
ENSG00000167747.17,C19orf48
ENSG00000104979.9,C19orf53
ENSG00000188032.10,C19orf67
ENSG00000000460.17,C1orf112
ENSG00000198912.12,C1orf174
ENSG00000116667.15,C1orf21
ENSG00000213057.5,C1orf220
ENSG00000164008.17,C1orf50
ENSG00000131094.4,C1QL1
ENSG00000205930.11,C21orf62-AS1
ENSG00000172375.14,C2CD2L
ENSG00000168014.18,C2CD3
ENSG00000225556.2,C2CD4D
ENSG00000234614.1,C2CD4D-AS1
ENSG00000273045.7,C2orf15
ENSG00000150873.12,C2orf50
ENSG00000186132.15,C2orf76
ENSG00000228486.11,C2orf92
ENSG00000174928.16,C3orf33
ENSG00000288547.3,C3orf36
ENSG00000229776.1,C4B-AS1
ENSG00000154274.15,C4orf19
ENSG00000205208.5,C4orf46
ENSG00000113583.8,C5orf15
ENSG00000225940.7,C5orf67
ENSG00000204564.12,C6orf136
ENSG00000197261.12,C6orf141
ENSG00000221821.4,C6orf226
ENSG00000136197.14,C7orf25
ENSG00000288596.2,C8orf44
ENSG00000288602.1,C8orf44-SGK3
ENSG00000241852.11,C8orf58
ENSG00000171060.11,C8orf74
ENSG00000196366.3,C9orf163
ENSG00000147894.17,C9orf72
ENSG00000155621.15,C9orf85
ENSG00000133742.14,CA1
ENSG00000185015.8,CA13
ENSG00000118298.12,CA14
ENSG00000290746.1,CA5BP1
ENSG00000102547.19,CAB39L
ENSG00000160325.15,CACFD1
ENSG00000153956.17,CACNA2D1
ENSG00000219188.1,CACYBPP3
ENSG00000164304.16,CAGE1
ENSG00000160014.17,CALM3
ENSG00000128595.17,CALU
ENSG00000145349.20,CAMK2D
ENSG00000143919.15,CAMKMT
ENSG00000164615.6,CAMLG
ENSG00000130559.19,CAMSAP1
ENSG00000238058.2,CAMSAP1-DT
ENSG00000171735.20,CAMTA1
ENSG00000237436.1,CAMTA1-DT
ENSG00000111530.13,CAND1
ENSG00000127022.16,CANX
ENSG00000131236.18,CAP1
ENSG00000112186.13,CAP2
ENSG00000162949.16,CAPN13
ENSG00000214711.10,CAPN14
ENSG00000233263.1,CAPZA1P4
ENSG00000165233.18,CARD19
ENSG00000153048.11,CARHSP1
ENSG00000261481.1,CARHSP1-DT
ENSG00000142453.12,CARM1
ENSG00000156017.13,CARNMT1
ENSG00000134905.17,CARS2
ENSG00000108349.17,CASC3
ENSG00000147044.23,CASK
ENSG00000106144.20,CASP2
ENSG00000165806.21,CASP7
ENSG00000118412.13,CASP8AP2
ENSG00000132906.18,CASP9
ENSG00000121691.7,CAT
ENSG00000099338.23,CATSPERG
ENSG00000105974.13,CAV1
ENSG00000105971.15,CAV2
ENSG00000114423.23,CBLB
ENSG00000108468.15,CBX1
ENSG00000266405.3,CBX3P2
ENSG00000094916.16,CBX5
ENSG00000188649.15,CC2D2B
ENSG00000159884.12,CCDC107
ENSG00000136710.10,CCDC115
ENSG00000176714.10,CCDC121
ENSG00000169193.12,CCDC126
ENSG00000164366.4,CCDC127
ENSG00000163006.12,CCDC138
ENSG00000153237.19,CCDC148
ENSG00000181982.20,CCDC149
ENSG00000144395.18,CCDC150
ENSG00000280670.3,CCDC163
ENSG00000198937.9,CCDC167
ENSG00000164989.17,CCDC171
ENSG00000177875.5,CCDC184
ENSG00000165813.20,CCDC186
ENSG00000229140.12,CCDC26
ENSG00000186409.19,CCDC30
ENSG00000128891.17,CCDC32
ENSG00000284862.3,CCDC39
ENSG00000108091.11,CCDC6
ENSG00000104983.8,CCDC61
ENSG00000149231.16,CCDC82
ENSG00000205476.9,CCDC85C
ENSG00000179071.5,CCDC89
ENSG00000137500.10,CCDC90B
ENSG00000255234.6,CCDC90B-AS1
ENSG00000125633.11,CCDC93
ENSG00000188549.13,CCDC9B
ENSG00000108691.10,CCL2
ENSG00000157456.8,CCNB2
ENSG00000110092.4,CCND1
ENSG00000112576.13,CCND3
ENSG00000113328.19,CCNG1
ENSG00000134480.16,CCNH
ENSG00000163249.13,CCNYL1
ENSG00000260916.8,CCPG1
ENSG00000163823.4,CCR1
ENSG00000112486.18,CCR6
ENSG00000126353.3,CCR7
ENSG00000107771.17,CCSER2
ENSG00000146731.11,CCT6A
ENSG00000132141.14,CCT6B
ENSG00000228409.9,CCT6P1
ENSG00000290860.1,CCT6P3
ENSG00000135624.17,CCT7
ENSG00000236137.1,CD101-AS1
ENSG00000156535.15,CD109
ENSG00000204933.3,CD177P1
ENSG00000158473.8,CD1D
ENSG00000120217.14,CD274
ENSG00000169217.9,CD2BP2
ENSG00000101017.15,CD40
ENSG00000026508.21,CD44
ENSG00000255521.3,CD44-DT
ENSG00000244703.3,CD46P1
ENSG00000196352.18,CD55
ENSG00000116815.16,CD58
ENSG00000085063.18,CD59
ENSG00000135404.12,CD63
ENSG00000117399.14,CDC20
ENSG00000234694.2,CDC20-DT
ENSG00000164287.13,CDC20B
ENSG00000164045.12,CDC25A
ENSG00000004897.12,CDC27
ENSG00000285752.1,CDC42-AS1
ENSG00000143776.20,CDC42BPA
ENSG00000179604.10,CDC42EP4
ENSG00000094804.12,CDC6
ENSG00000097046.13,CDC7
ENSG00000111665.12,CDCA3
ENSG00000157211.12,CDCP2
ENSG00000154162.15,CDH12
ENSG00000107736.22,CDH23
ENSG00000113361.13,CDH6
ENSG00000065883.18,CDK13
ENSG00000259826.1,CDK13-DT
ENSG00000102225.17,CDK16
ENSG00000155111.15,CDK19
ENSG00000167797.8,CDK2AP2
ENSG00000164885.13,CDK5
ENSG00000176749.9,CDK5R1
ENSG00000105810.10,CDK6
ENSG00000132964.13,CDK8
ENSG00000008086.13,CDKL5
ENSG00000100526.21,CDKN3
ENSG00000064309.16,CDON
ENSG00000101290.14,CDS2
ENSG00000170956.17,CEACAM3
ENSG00000172216.6,CEBPB
ENSG00000153879.9,CEBPG
ENSG00000218739.10,CEBPZOS
ENSG00000103888.17,CEMIP
ENSG00000255121.2,CENATAC-DT
ENSG00000145241.11,CENPC
ENSG00000168944.17,CEP120
ENSG00000110318.15,CEP126
ENSG00000174799.12,CEP135
ENSG00000103995.14,CEP152
ENSG00000135315.12,CEP162
ENSG00000110274.16,CEP164
ENSG00000143702.16,CEP170
ENSG00000101639.19,CEP192
ENSG00000266969.1,CEP192-DT
ENSG00000231032.1,CEP19P1
ENSG00000126001.17,CEP250
ENSG00000198707.17,CEP290
ENSG00000213066.14,CEP43
ENSG00000166037.11,CEP57
ENSG00000183137.15,CEP57L1
ENSG00000011523.15,CEP68
ENSG00000112877.8,CEP72
ENSG00000148019.14,CEP78
ENSG00000173588.16,CEP83
ENSG00000139624.14,CERS5
ENSG00000198848.13,CES1
ENSG00000147400.10,CETN2
ENSG00000153140.9,CETN3
ENSG00000070761.8,CFAP20
ENSG00000163001.12,CFAP36
ENSG00000156172.6,CFAP418
ENSG00000166596.15,CFAP52
ENSG00000105792.19,CFAP69
ENSG00000215785.2,CFL1P6
ENSG00000100532.13,CGRRF1
ENSG00000106554.13,CHCHD3
ENSG00000163528.13,CHCHD4
ENSG00000159685.11,CHCHD6
ENSG00000170791.18,CHCHD7
ENSG00000141371.13,CHCT1
ENSG00000248489.4,CHD1-DT
ENSG00000124177.16,CHD6
ENSG00000089199.10,CHGB
ENSG00000109220.11,CHIC2
ENSG00000255236.3,CHKA-DT
ENSG00000101421.4,CHMP4B
ENSG00000086065.14,CHMP5
ENSG00000033100.17,CHPF2
ENSG00000111666.11,CHPT1
ENSG00000133019.12,CHRM3
ENSG00000169684.13,CHRNA5
ENSG00000174343.6,CHRNA9
ENSG00000147119.4,CHST7
ENSG00000131873.7,CHSY1
ENSG00000166797.11,CIAO2A
ENSG00000005194.15,CIAPIN1
ENSG00000159208.16,CIART
ENSG00000079432.9,CIC
ENSG00000122873.12,CISD1
ENSG00000122966.17,CIT
ENSG00000164442.10,CITED2
ENSG00000179862.7,CITED4
ENSG00000247572.9,CKMT2-AS1
ENSG00000173207.13,CKS1B
ENSG00000123975.5,CKS2
ENSG00000265451.1,CLASP1-AS1
ENSG00000236915.3,CLCA4-AS1
ENSG00000175505.11,CLCF1
ENSG00000114859.16,CLCN2
ENSG00000011021.23,CLCN6
ENSG00000181885.18,CLDN7
ENSG00000080822.17,CLDND1
ENSG00000213719.8,CLIC1
ENSG00000169504.15,CLIC4
ENSG00000130779.22,CLIP1
ENSG00000115295.21,CLIP4
ENSG00000253982.3,CLN8-AS1
ENSG00000134852.15,CLOCK
